480.0,327.0
544.0,263.0
608.0,199.0
320.0,199.0
1664.0,135.0
1568.0,135.0
1472.0,135.0
1376.0,135.0
1280.0,135.0
1152.0,135.0
1056.0,135.0
960.0,135.0
896.0,135.0
832.0,135.0
1216.0,135.0
768.0,135.0
1728.0,71.0
1792.0,71.0
672.0,167.0
992.0,423.0
416.0,359.0
384.0,519.0
448.0,519.0
512.0,519.0
576.0,519.0
640.0,519.0
704.0,519.0
768.0,519.0
320.0,519.0
256.0,551.0
96.0,615.0
32.0,615.0
832.0,551.0
960.0,647.0
992.0,647.0
1024.0,647.0
1056.0,647.0
1024.0,423.0
1056.0,423.0
1088.0,423.0
1120.0,423.0
1152.0,423.0
1184.0,423.0
960.0,423.0
1664.0,871.0
1664.0,839.0
1664.0,807.0
1664.0,743.0
1664.0,775.0
1664.0,679.0
1664.0,711.0
1760.0,807.0
1728.0,807.0
1792.0,807.0
1824.0,711.0
1856.0,711.0
1888.0,647.0
1920.0,647.0
1952.0,647.0
160.0,839.0
192.0,839.0
224.0,839.0
320.0,775.0
352.0,775.0
384.0,775.0
416.0,775.0
448.0,743.0
480.0,743.0
512.0,743.0
544.0,743.0
576.0,711.0
640.0,711.0
608.0,711.0
704.0,711.0
672.0,711.0
736.0,711.0
768.0,711.0
1600.0,391.0
1632.0,391.0
1728.0,455.0
1760.0,455.0
1824.0,455.0
1696.0,455.0
1792.0,455.0
1280.0,775.0
1312.0,775.0
1344.0,775.0
1376.0,743.0
1408.0,743.0
1440.0,743.0
1472.0,711.0
1504.0,711.0
1536.0,711.0
1568.0,711.0
1952,519
1920,551
320,135
320,71
